country,year,overshoot_day
Kuwait,1999,110.98197909217301
Kuwait,2000,71.538406130835398
Kuwait,2001,53.748833014890799
Kuwait,2002,41.330899715198797
Kuwait,2003,38.984015569018403
Kuwait,2004,33.428805392328499
Kuwait,2005,26.438412173368
Kuwait,2006,25.889485278693002
Kuwait,2007,24.140496653828102
Kuwait,2008,22.990060047874799
Kuwait,2009,21.566052241571398
Kuwait,2010,24.275046854940999
Kuwait,2011,28.069303348058501
Kuwait,2012,27.605816588571301
Kuwait,2013,26.853963445229599
Kuwait,2014,29.155357805251501
