country,year,overshoot_day
Denmark,1961,282.164730136358
Denmark,1962,260.74240778624102
Denmark,1963,261.49137837795502
Denmark,1964,245.351340998192
Denmark,1965,241.37307914754501
Denmark,1966,222.95598310492699
Denmark,1967,222.00858240575599
Denmark,1968,192.96129150484401
Denmark,1969,182.93486662830199
Denmark,1970,180.45466567755301
Denmark,1971,189.38118905578801
Denmark,1972,181.46103689258999
Denmark,1973,171.55394603259199
Denmark,1974,182.350146482821
Denmark,1975,193.86840589855299
Denmark,1976,153.96595565220201
Denmark,1977,174.19015939234799
Denmark,1978,173.91152616788901
Denmark,1979,174.20099503991801
Denmark,1980,178.647200930331
Denmark,1981,191.531344046577
Denmark,1982,194.057117777088
Denmark,1983,194.326851279816
Denmark,1984,210.17006422488299
Denmark,1985,204.255652578986
Denmark,1986,203.040080323068
Denmark,1987,196.62295811447601
Denmark,1988,191.53227430704899
Denmark,1989,201.05155459764001
Denmark,1990,213.60098394328
Denmark,1991,208.721516077134
Denmark,1992,194.10434171809399
Denmark,1993,206.35263019149301
Denmark,1994,206.80840616590299
Denmark,1995,204.35366368816801
Denmark,1996,214.53211149159301
Denmark,1997,210.048382067532
Denmark,1998,203.526497647751
Denmark,1999,200.90324793588599
Denmark,2000,198.588701961829
Denmark,2001,208.13732441859599
Denmark,2002,207.55246698670001
Denmark,2003,209.11546957166101
Denmark,2004,202.14520313067999
Denmark,2005,204.78730672319699
Denmark,2006,204.22100683623299
Denmark,2007,203.654375993428
Denmark,2008,211.10296990840899
Denmark,2009,251.50569964461701
Denmark,2010,240.12272399495799
Denmark,2011,243.115799254178
Denmark,2012,255.68710261727099
Denmark,2013,246.605112410586
Denmark,2014,226.63597762528599
