country,year,overshoot_day
Cyprus,1961,147.36518305910499
Cyprus,1962,158.612609002879
Cyprus,1963,165.433608667523
Cyprus,1964,141.484194466422
Cyprus,1965,180.887441774628
Cyprus,1966,135.51518045812401
Cyprus,1967,147.21508696938201
Cyprus,1968,116.03818448246901
Cyprus,1969,126.224615746509
Cyprus,1970,102.899410562814
Cyprus,1971,125.75880760551399
Cyprus,1972,106.186984862979
Cyprus,1973,47.760556157663103
Cyprus,1974,117.94450955635
Cyprus,1975,97.314113145146706
Cyprus,1976,95.916440549105005
Cyprus,1977,86.953059777573998
Cyprus,1978,82.242588139076403
Cyprus,1979,69.450671408643004
Cyprus,1980,71.924678159552499
Cyprus,1981,71.125415344095998
Cyprus,1982,68.629926110687407
Cyprus,1983,59.417100063474003
Cyprus,1984,63.638674286186102
Cyprus,1985,62.735903165451397
Cyprus,1986,54.497584688711498
Cyprus,1987,53.549501876708199
Cyprus,1988,64.073784765596301
Cyprus,1989,67.251301350766894
Cyprus,1990,51.908255847554599
Cyprus,1991,35.400966268000097
Cyprus,1992,49.266052802916697
Cyprus,1993,51.905575341801999
Cyprus,1994,42.118488214049599
Cyprus,1995,44.721216266514404
Cyprus,1996,41.990232188839002
Cyprus,1997,27.881439280044901
Cyprus,1998,30.196688371089401
Cyprus,1999,37.7941752384925
Cyprus,2000,26.868135968229701
Cyprus,2001,32.737500740319803
Cyprus,2002,33.213325403424903
Cyprus,2003,34.2597686546505
Cyprus,2004,29.6478327858593
Cyprus,2005,24.352612213143502
Cyprus,2006,23.625622510913299
Cyprus,2007,21.7249510760827
Cyprus,2008,16.1094666028917
Cyprus,2009,20.569421303977201
Cyprus,2010,22.581308180389801
Cyprus,2011,24.709781705405
Cyprus,2012,29.168673290456201
Cyprus,2013,30.478251460699202
Cyprus,2014,26.796944209787
