country,year,overshoot_day
Germany,1961,116.32663031049501
Germany,1962,113.551790140157
Germany,1963,112.10349287774901
Germany,1964,107.230076132324
Germany,1965,102.41868545924299
Germany,1966,102.636252426521
Germany,1967,111.33323213250399
Germany,1968,104.755325047564
Germany,1969,96.156820850808799
Germany,1970,74.196359438688404
Germany,1971,76.866283308704197
Germany,1972,75.219201590485
Germany,1973,73.595584865686007
Germany,1974,80.629454665530602
Germany,1975,82.598075519291996
Germany,1976,72.437289763210302
Germany,1977,77.622671802227799
Germany,1978,76.347977660583496
Germany,1979,73.620282213862694
Germany,1980,76.244813951786199
Germany,1981,80.8559114054584
Germany,1982,86.465482245014996
Germany,1983,82.938994294749094
Germany,1984,87.241470022214202
Germany,1985,88.088884374551597
Germany,1986,87.161334202033601
Germany,1987,87.3654225034973
Germany,1988,88.405036969613306
Germany,1989,88.564789565107802
Germany,1990,84.868980532333595
Germany,1991,93.861271137381706
Germany,1992,92.299009230204007
Germany,1993,97.105706951978206
Germany,1994,98.629315748692704
Germany,1995,101.40082672867101
Germany,1996,103.099315440727
Germany,1997,107.99230272424801
Germany,1998,109.941895444742
Germany,1999,118.8265668128
Germany,2000,115.98901674874
Germany,2001,122.51963996584701
Germany,2002,119.946541273024
Germany,2003,114.13371845921201
Germany,2004,123.870148431178
Germany,2005,122.97797627435401
Germany,2006,114.81387570211
Germany,2007,113.017699441254
Germany,2008,121.09359121848399
Germany,2009,129.83854738023101
Germany,2010,116.57262468586801
Germany,2011,110.898294621253
Germany,2012,119.056269990411
Germany,2013,121.01790931666299
Germany,2014,129.478255118048
Bosnia and Herzegovina,1992,306.61624391266503
Bosnia and Herzegovina,1993,323.98266361705402
Bosnia and Herzegovina,1994,533.90840378126995
Bosnia and Herzegovina,1995,524.54079644948501
Bosnia and Herzegovina,1996,423.91595526545899
Bosnia and Herzegovina,1997,272.63578876788301
Bosnia and Herzegovina,1998,248.02335018821799
Bosnia and Herzegovina,1999,247.65202911017099
Bosnia and Herzegovina,2000,207.596583845288
Bosnia and Herzegovina,2001,206.06121543681999
Bosnia and Herzegovina,2002,188.19088202203201
Bosnia and Herzegovina,2003,196.49214261490499
Bosnia and Herzegovina,2004,214.58640294466801
Bosnia and Herzegovina,2005,207.80666014133999
Bosnia and Herzegovina,2006,205.85688978422999
Bosnia and Herzegovina,2007,193.73441671840999
Bosnia and Herzegovina,2008,181.60141407697699
Bosnia and Herzegovina,2009,194.131454694627
Bosnia and Herzegovina,2010,193.16478992260201
Bosnia and Herzegovina,2011,179.91662058748599
Bosnia and Herzegovina,2012,182.17904600970701
Bosnia and Herzegovina,2013,191.71759945873299
Bosnia and Herzegovina,2014,178.87095616757099
