country,year,overshoot_day
Argentina,1961,1005.31824711127
Argentina,1962,1172.4509171863499
Argentina,1963,1239.14367156455
Argentina,1964,1072.2202443819201
Argentina,1965,1036.6873028144701
Argentina,1966,1026.3779254850499
Argentina,1967,913.69704072826698
Argentina,1968,897.80992853833402
Argentina,1969,935.30399202625097
Argentina,1970,899.33347356337299
Argentina,1971,782.76272905349799
Argentina,1972,750.70131020067504
Argentina,1973,707.11809498720402
Argentina,1974,645.49583583914296
Argentina,1975,637.11704322610694
Argentina,1976,683.14118425660297
Argentina,1977,744.49824869546001
Argentina,1978,783.31137163746098
Argentina,1979,750.56790593603796
Argentina,1980,705.86938533753903
Argentina,1981,779.02408837764494
Argentina,1982,763.21126126237198
Argentina,1983,812.45023153781801
Argentina,1984,763.38199311338997
Argentina,1985,832.89239763167802
Argentina,1986,761.861802269897
Argentina,1987,715.97929947515695
Argentina,1988,734.75709693711894
Argentina,1989,719.01454398631904
Argentina,1990,815.04153485654297
Argentina,1991,775.11170613000002
Argentina,1992,705.38612051106099
Argentina,1993,699.79392341940195
Argentina,1994,706.83719953575599
Argentina,1995,748.77195581916499
Argentina,1996,669.55028304926896
Argentina,1997,722.28020047707798
Argentina,1998,758.89750679627002
Argentina,1999,792.10631930850104
Argentina,2000,800.82508301504095
Argentina,2001,809.41839423463296
Argentina,2002,827.69051034093798
Argentina,2003,797.28184996718505
Argentina,2004,770.53484382099305
Argentina,2005,845.36662682040503
Argentina,2006,786.00918049851998
Argentina,2007,782.45366396142401
Argentina,2008,717.34828771286197
Argentina,2009,777.73741854658999
Argentina,2010,760.24921412366598
Argentina,2011,753.67727553416398
Argentina,2012,733.27002879757401
Argentina,2013,666.26734232711897
Argentina,2014,663.68086743406502
