country,year,overshoot_day
Belarus,1992,183.393272563479
Belarus,1993,211.23878976240499
Belarus,1994,231.250067200264
Belarus,1995,231.16177782228601
Belarus,1996,209.10389670022499
Belarus,1997,205.170957724825
Belarus,1998,247.93707111825501
Belarus,1999,248.63337640646799
Belarus,2000,257.23725125703902
Belarus,2001,277.92558574852302
Belarus,2002,279.64476488998599
Belarus,2003,270.37173141708797
Belarus,2004,273.14017531302397
Belarus,2005,270.35655292919398
Belarus,2006,249.58122929442999
Belarus,2007,259.26275919626499
Belarus,2008,261.73209591166602
Belarus,2009,277.890865462146
Belarus,2010,256.74279274999401
Belarus,2011,275.66536753671397
Belarus,2012,259.93926622404001
Belarus,2013,246.49475995351199
Belarus,2014,267.14718559605802
