country,year,overshoot_day
France,1961,195.50600789411001
France,1962,191.792134074812
France,1963,186.47346140025101
France,1964,178.22898279749401
France,1965,185.648345445106
France,1966,178.471631819815
France,1967,183.72581493914501
France,1968,185.22436699000201
France,1969,176.518449321704
France,1970,161.65237574090401
France,1971,162.096569763014
France,1972,163.089010548337
France,1973,155.84609130210799
France,1974,160.13965449399799
France,1975,166.54300676312701
France,1976,147.616440424053
France,1977,156.11798112423699
France,1978,157.85570706107799
France,1979,156.16180548104799
France,1980,163.04426776423901
France,1981,180.604819436517
France,1982,183.886823218259
France,1983,190.25136505764499
France,1984,208.87274426515299
France,1985,211.363814747953
France,1986,196.58494882300801
France,1987,200.92045078709901
France,1988,195.65141705506699
France,1989,190.504831668393
France,1990,188.835717926999
France,1991,188.24462569905799
France,1992,192.938437409892
France,1993,202.37082327109201
France,1994,192.62134506382199
France,1995,192.89475139155101
France,1996,201.49171037382399
France,1997,203.753347299827
France,1998,200.577989388882
France,1999,204.60546225846099
France,2000,196.189046008764
France,2001,188.93796025447099
France,2002,201.06639303210699
France,2003,193.45120457118199
France,2004,193.36742814782599
France,2005,190.53198585547599
France,2006,184.608147008983
France,2007,177.234052061699
France,2008,181.867753577011
France,2009,196.63763521677399
France,2010,195.377236336121
France,2011,193.849884804759
France,2012,200.63594466463701
France,2013,200.469398837857
France,2014,211.76766328031999
French Guiana,1994,21357.7302848617
French Guiana,1995,23834.433694054202
French Guiana,1996,22914.5882216057
French Guiana,1997,22956.577898527699
French Guiana,1998,20370.823415295501
French Guiana,1999,22572.3813494553
French Guiana,2000,24268.111677217301
French Guiana,2001,22764.181203379499
French Guiana,2002,23705.818451487201
French Guiana,2003,20474.932569615299
French Guiana,2004,19256.459895091099
French Guiana,2005,20394.049241170502
French Guiana,2006,20307.941007982099
French Guiana,2007,18280.461612024799
French Guiana,2008,17449.722807279599
French Guiana,2009,17171.276308183798
French Guiana,2010,15773.5410894746
French Guiana,2011,14957.472468420099
French Guiana,2012,15084.7404677094
French Guiana,2013,15024.332593159599
French Guiana,2014,14470.2736922408
French Polynesia,1965,454.654717925863
French Polynesia,1966,313.91276468796798
French Polynesia,1967,319.46377005898802
French Polynesia,1968,267.26521682534201
French Polynesia,1969,287.28110490664
French Polynesia,1970,248.89077924193299
French Polynesia,1971,225.492584815387
French Polynesia,1972,234.91935786718199
French Polynesia,1973,216.95894871988901
French Polynesia,1974,191.390514816544
French Polynesia,1975,217.26112827385299
French Polynesia,1976,201.93114426108099
French Polynesia,1977,199.28177003681
French Polynesia,1978,167.95135094137299
French Polynesia,1979,166.54453114768501
French Polynesia,1980,184.57242026709599
French Polynesia,1981,167.02742098713401
French Polynesia,1982,171.839907407748
French Polynesia,1983,141.96280838544399
French Polynesia,1984,125.51658246975499
French Polynesia,1985,131.58649248401301
French Polynesia,1986,123.58171116214599
French Polynesia,1987,121.96071627086999
French Polynesia,1988,118.183890100601
French Polynesia,1989,117.283822419815
French Polynesia,1990,115.359879847584
French Polynesia,1991,119.3090656457
French Polynesia,1992,123.49384007043901
French Polynesia,1993,118.926350706283
French Polynesia,1994,116.844366645907
French Polynesia,1995,115.535867743656
French Polynesia,1996,119.83288291037501
French Polynesia,1997,111.616160206806
French Polynesia,1998,101.53529826256199
French Polynesia,1999,101.462109885087
French Polynesia,2000,104.388065592506
French Polynesia,2001,96.454241836480605
French Polynesia,2002,100.314374436195
French Polynesia,2003,99.051467807300995
French Polynesia,2004,97.609359722493494
French Polynesia,2005,100.832767731354
French Polynesia,2006,106.260017839631
French Polynesia,2007,100.692338063663
French Polynesia,2008,106.07830452664101
French Polynesia,2009,109.070875006462
French Polynesia,2010,112.65200332497599
French Polynesia,2011,117.60348899344
French Polynesia,2012,120.504490768536
French Polynesia,2013,121.09108411361299
French Polynesia,2014,120.971937324687
