"name","footprint","id"
"Afghanistan",1.003997909,"AFG"
"Albania",2.226976117,"ALB"
"Algeria",1.433094422,"DZA"
"Angola",1.043283503,"AGO"
"Antigua and Barbuda",1.941572089,"ATG"
"Argentina",3.940174636,"ARG"
"Australia",7.890655807,"AUS"
"Austria",5.502412442,"AUT"
"Bahamas",24.71293157,"BHS"
"Bahrain",11.68708938,"BHR"
"Bangladesh",0.524409918,"BGD"
"Barbados",3.314239009,"BRB"
"Belgium",7.415309984,"BEL"
"Benin",1.063728202,"BEN"
"Bermuda",6.289051737,"BMU"
"Bhutan",5.119427667,"BTN"
"Bolivia",2.823369201,"BOL"
"Botswana",2.839974608,"BWA"
"Brazil",3.072472266,"BRA"
"Bulgaria",5.26640071,"BGR"
"Burkina Faso",1.252777211,"BFA"
"Burundi",1.083245172,"BDI"
"Cabo Verde",1.216025884,"CPV"
"Cambodia",1.125695275,"KHM"
"Cameroon",1.274144778,"CMR"
"Canada",9.69536403,"CAN"
"Central African Republic",1.642990369,"CAF"
"Chad",1.742387374,"TCD"
"Chile",2.308934318,"CHL"
"China",1.3446265,"CHN"
"Colombia",2.268745473,"COL"
"Comoros",1.218674465,"COM"
"Congo",0.985324179,"COG"
"Congo, Democratic Republic of",0.955741226,"COD"
"Costa Rica",2.756922803,"CRI"
"Cote d'Ivoire",1.565315732,"CIV"
"Cuba",2.74400044,"CUB"
"Cyprus",3.218405289,"CYP"
"Czechoslovakia",7.644751501,"CSHH"
"Denmark",8.892443585,"DNK"
"Djibouti",1.398197498,"DJI"
"Dominica",1.138890483,"DMA"
"Dominican Republic",1.280589379,"DOM"
"Ecuador",1.961048943,"ECU"
"Egypt",1.189790122,"EGY"
"El Salvador",1.189891829,"SLV"
"Equatorial Guinea",1.442478631,"GNQ"
"Ethiopia PDR",1.539036354,"ETH"
"Fiji",2.133810726,"FJI"
"Finland",8.031149871,"FIN"
"France",6.104925266,"FRA"
"French Polynesia",3.763013762,"PYF"
"Gabon",1.673290405,"GAB"
"Gambia",1.0481234,"GMB"
"Germany",7.191659548,"DEU"
"Ghana",1.093952076,"GHA"
"Greece",3.931679222,"GRC"
"Guadeloupe",1.893944535,"GLP"
"Guatemala",1.451032788,"GTM"
"Guinea",1.614183095,"GIN"
"Guinea-Bissau",1.589526444,"GNB"
"Guyana",2.16841816,"GUY"
"Haiti",0.630301761,"HTI"
"Honduras",2.036073562,"HND"
"Hungary",5.096456116,"HUN"
"India",0.650914635,"IND"
"Indonesia",1.122615105,"IDN"
"Iran, Islamic Republic of",1.057219971,"IRN"
"Ireland",5.388962978,"IRL"
"Israel",3.490011697,"ISR"
"Italy",4.737064897,"ITA"
"Jamaica",1.368157717,"JAM"
"Japan",4.951232251,"JPN"
"Jordan",1.387479114,"JOR"
"Kenya",1.504878923,"KEN"
"Korea, Democratic People's Republic of",3.625731746,"PRK"
"Korea, Republic of",2.341534505,"KOR"
"Lao People's Democratic Republic",1.396583833,"LAO"
"Lebanon",2.949546257,"LBN"
"Lesotho",1.629025089,"LSO"
"Liberia",1.492949467,"LBR"
"Luxembourg",12.29786397,"LUX"
"Madagascar",1.72324279,"MDG"
"Malawi",0.796718084,"MWI"
"Malaysia",2.338274556,"MYS"
"Mali",1.323880505,"MLI"
"Malta",4.105078362,"MLT"
"Martinique",2.524562595,"MTQ"
"Mauritania",2.410426243,"MRT"
"Mauritius",1.596291578,"MUS"
"Mexico",2.632861895,"MEX"
"Mongolia",6.485897264,"MNG"
"Morocco",1.107573828,"MAR"
"Mozambique",0.884575659,"MOZ"
"Myanmar",0.750672874,"MMR"
