"name","footprint","id"
"Afghanistan",10557424.93,"AFG"
"Albania",6521279.925,"ALB"
"Algeria",41439315.64,"DZA"
"Angola",9334500.235,"AGO"
"Antigua and Barbuda",251126.8912,"ATG"
"Argentina",109523583.5,"ARG"
"Australia",135549296.3,"AUS"
"Austria",39013086.87,"AUT"
"Bahamas",1645671.261,"BHS"
"Bahrain",4960890.859,"BHR"
"Barbados",1102494.395,"BRB"
"Bangladesh",51538239.79,"BGD"
"Bermuda",552741.0974,"BMU"
"Bhutan",2140778.774,"BTN"
"Bolivia",15911984.92,"BOL"
"Botswana",2955002.701,"BWA"
"Brazil",434452277.7,"BRA"
"Aruba",473660.4974,"ABW"
"Brunei Darussalam",936491.117,"BRN"
"Bulgaria",48651935.18,"BGR"
"Myanmar",27985616.45,"MMR"
"Burundi",5299042.289,"BDI"
"Cameroon",12763359.78,"CMR"
"Canada",272972765.8,"CAN"
"Cabo Verde",517006.6291,"CPV"
"Central African Republic",4721139.281,"CAF"
"Sri Lanka",14668608.85,"LKA"
"Chad",8875408.467,"TCD"
"Chile",38647773.08,"CHL"
"Colombia",68874353.69,"COL"
"Comoros",521050.7394,"COM"
"Congo",2061855.342,"COG"
"Costa Rica",6853464.796,"CRI"
"Cuba",29478456.97,"CUB"
"Cyprus",2873862.947,"CYP"
"Czechoslovakia",110962922,"CSHH"
"Benin",5066376.036,"BEN"
"Denmark",47039659.72,"DNK"
"Dominica",146016.7849,"DMA"
"Dominican Republic",9055619.589,"DOM"
"Ecuador",18296442.87,"ECU"
"Egypt",76283653.66,"EGY"
"El Salvador",6026795.18,"SLV"
"Equatorial Guinea",395652.7417,"GNQ"
"Ethiopia PDR",62837723.46,"ETH"
"Fiji",1574141.084,"FJI"
"Finland",39849392.49,"FIN"
"France",318142135.4,"FRA"
"French Polynesia",803701.7546,"PYF"
"Djibouti",441349.8056,"DJI"
"Gabon",1194522.988,"GAB"
"Gambia",1072868.592,"GMB"
"Germany",519810578.2,"DEU"
"Ghana",16229271.28,"GHA"
"Greece",49370961.86,"GRC"
