"name","footprint","id"
"Afghanistan",1.193539983,"AFG"
"Albania",1.702112099,"ALB"
"Algeria",0.730238185,"DZA"
"Angola",0.944417317,"AGO"
"Argentina",2.979573293,"ARG"
"Australia",7.878040806,"AUS"
"Austria",3.803571291,"AUT"
"Barbados",1.715629643,"BRB"
"Belgium",6.273134604,"BEL"
"Benin",1.296048238,"BEN"
"Bermuda",4.40141324,"BMU"
"Bolivia",2.213989123,"BOL"
"Brazil",2.366565988,"BRA"
"Bulgaria",2.984495593,"BGR"
"Burkina Faso",1.163717522,"BFA"
"Burundi",1.09277101,"BDI"
"Cabo Verde",0.509788157,"CPV"
"Cambodia",1.476952088,"KHM"
"Cameroon",1.310940455,"CMR"
"Canada",9.346941574,"CAN"
"Central African Republic",1.150632861,"CAF"
"Chad",2.260415792,"TCD"
"Chile",2.379208314,"CHL"
"China",0.918951865,"CHN"
"Colombia",2.152817023,"COL"
"Comoros",0.535872144,"COM"
"Congo",0.954944605,"COG"
"Congo, Democratic Republic of",0.961395135,"COD"
"Costa Rica",2.176892977,"CRI"
"Cote d'Ivoire",1.548747155,"CIV"
"Cuba",1.61851496,"CUB"
"Cyprus",1.943933817,"CYP"
"Czechoslovakia",5.688356643,"CSHH"
"Denmark",6.339658872,"DNK"
"Djibouti",1.92226352,"DJI"
"Dominica",0.761488945,"DMA"
"Dominican Republic",1.034216328,"DOM"
"Ecuador",1.159091605,"ECU"
"Egypt",0.949029326,"EGY"
"El Salvador",1.182743368,"SLV"
"Ethiopia PDR",1.870472895,"ETH"
"Fiji",1.247923918,"FJI"
"Finland",6.618705381,"FIN"
"France",4.593415952,"FRA"
"Gabon",1.069875148,"GAB"
"Gambia",1.221396844,"GMB"
"Germany",4.685975458,"DEU"
"Ghana",1.13701865,"GHA"
"Greece",1.992193859,"GRC"
"Guadeloupe",1.427156961,"GLP"
"Guatemala",1.338670876,"GTM"
"Guinea",1.648604599,"GIN"
"Guyana",2.054667764,"GUY"
"Haiti",0.62651122,"HTI"
"Honduras",2.708841103,"HND"
"Hungary",3.320261356,"HUN"
"India",0.616365709,"IND"
"Indonesia",1.339102291,"IDN"
"Iran, Islamic Republic of",0.907919442,"IRN"
"Israel",2.570989413,"ISR"
"Italy",2.890575168,"ITA"
"Jamaica",1.640960929,"JAM"
"Japan",3.232176415,"JPN"
"Jordan",1.676561189,"JOR"
"Kenya",1.619780068,"KEN"
"Korea, Democratic People's Republic of",1.404087203,"PRK"
"Korea, Republic of",0.886688653,"KOR"
"Lao People's Democratic Republic",1.55891349,"LAO"
"Lebanon",1.946779113,"LBN"
"Liberia",1.049877249,"LBR"
"Luxembourg",11.96309168,"LUX"
"Madagascar",2.0265108,"MDG"
"Malaysia",1.503338179,"MYS"
"Mali",1.436212264,"MLI"
"Malta",2.130646122,"MLT"
"Martinique",1.436323327,"MTQ"
"Mauritania",3.638412777,"MRT"
"Mauritius",0.980403951,"MUS"
"Mexico",1.826784949,"MEX"
"Mongolia",7.381581202,"MNG"
"Morocco",1.018669494,"MAR"
"Mozambique",0.796341983,"MOZ"
"Myanmar",0.617525171,"MMR"
"Namibia",2.034225314,"NAM"
"Nepal",0.837874646,"NPL"
"Netherlands",4.153113028,"NLD"
"New Zealand",4.602416931,"NZL"
"Nicaragua",2.378332466,"NIC"
"Niger",1.804471128,"NER"
"Nigeria",0.994923846,"NGA"
"Norway",7.303629663,"NOR"
"Pakistan",0.563060794,"PAK"
"Panama",1.870971246,"PAN"
"Papua New Guinea",1.271909253,"PNG"
"Paraguay",3.683673998,"PRY"
"Peru",2.765340915,"PER"
"Philippines",0.744804102,"PHL"
"Poland",4.136765606,"POL"
"Portugal",2.562860777,"PRT"
"Reunion",0.899224057,"REU"
"Romania",2.653615015,"ROU"
"Rwanda",0.848432954,"RWA"
"Saint Lucia",0.765203014,"LCA"
"Samoa",1.484192823,"WSM"
"Sao Tome and Principe",0.676653625,"STP"
"Senegal",1.781607832,"SEN"
"Sierra Leone",1.600788285,"SLE"
"Somalia",2.479523396,"SOM"
"South Africa",2.802449013,"ZAF"
"Spain",2.615760676,"ESP"
"Sri Lanka",0.816401605,"LKA"
"Sudan (former)",1.757949035,"SDN"
"Sudan (former)",1.757949035,"SSD"
"Sweden",7.292252922,"SWE"
"Switzerland",4.612666781,"CHE"
"Syrian Arab Republic",0.955997484,"SYR"
"Thailand",0.867763272,"THA"
"Timor-Leste",0.430325319,"TLS"
"Togo",1.487670793,"TGO"
"Tonga",0.896582346,"TON"
"Trinidad and Tobago",0.677087214,"TTO"
"Tunisia",0.986297688,"TUN"
"Turkey",1.787921856,"TUR"
"Uganda",1.925380514,"UGA"
"United Kingdom",6.477465144,"GBR"
"United States of America",8.454138224,"USA"
"Uruguay",4.893277957,"URY"
"USSR",4.105412972,"SUUH"
"Venezuela, Bolivarian Republic of",2.078497116,"VEN"
"Viet Nam",0.653836693,"VNM"
"World",2.363952029,"WORLD"
"Yemen",0.944746423,"YEM"
"Yugoslav SFR",2.363537276,"YUG"
"Zimbabwe",1.780763915,"ZWE"
